,university,Ave. Salary,Avg. Change,Count,Avg. Compensation,Salary Equity,position
1587,Bucknell University Baccalaureate PENNSYLVANIA,"$101,500",3.8%,144,"$132,100",98.9,1596
2536,Bucknell University Baccalaureate PENNSYLVANIA,"$81,500",3.5%,98,"$106,200",100.6,1601
3485,Bucknell University Baccalaureate PENNSYLVANIA,"$77,000",2.8%,23,"$100,600",94.9,1606
227,Buena Vista University Baccalaureate IOWA,"$69,300",6.3%,18,"$90,200",103.4,1591
1174,Buena Vista University Baccalaureate IOWA,"$64,600",2.1%,19,"$83,600",85.7,1596
2123,Buena Vista University Baccalaureate IOWA,"$61,000",1.9%,35,"$76,800",104.9,1601
3072,Buena Vista University Baccalaureate IOWA,"$29,200",0.8%,23,"$37,100",210.0,1606
640,Butler County Community College Associate with Ranks PENNSYLVANIA,"$78,200",4.1%,16,"$114,100",88.5,1591
1588,Butler County Community College Associate with Ranks PENNSYLVANIA,"$68,900",4.6%,12,"$99,900",85.7,1596
2537,Butler County Community College Associate with Ranks PENNSYLVANIA,"$59,000",4.5%,15,"$88,100",85.9,1601
3486,Butler County Community College Associate with Ranks PENNSYLVANIA,"$46,500",6.0%,19,"$69,500",93.3,1606
197,Butler University Master INDIANA,"$93,500",2.8%,94,"$130,300",89.9,1591
1144,Butler University Master INDIANA,"$78,400",1.9%,118,"$117,100",95.5,1596
2093,Butler University Master INDIANA,"$70,300",2.4%,74,"$99,200",103.5,1601
3042,Butler University Master INDIANA,"$52,500",3.0%,77,"$69,600",97.7,1606
885,CUNY Bernard M Baruch College Master NEW YORK,"$135,800",11.5%,196,"$172,800",98.4,1591
1834,CUNY Bernard M Baruch College Master NEW YORK,"$115,600",12.4%,141,"$152,600",96.3,1596
2783,CUNY Bernard M Baruch College Master NEW YORK,"$109,300",12.9%,115,"$146,300",90.0,1601
3732,CUNY Bernard M Baruch College Master NEW YORK,$0,,1,-,,1606
886,CUNY Borough of Manhattan Community College Associate with Ranks NEW YORK,"$117,000",12.4%,108,"$152,200",96.5,1591
1835,CUNY Borough of Manhattan Community College Associate with Ranks NEW YORK,"$93,200",13.1%,149,"$128,400",98.5,1596
2784,CUNY Borough of Manhattan Community College Associate with Ranks NEW YORK,"$78,000",13.8%,208,"$113,200",104.1,1601
3733,CUNY Borough of Manhattan Community College Associate with Ranks NEW YORK,"$57,300",,25,"$92,500",100.0,1606
887,CUNY Bronx Community College Associate with Ranks NEW YORK,"$115,400",12.1%,82,"$150,500",98.0,1591
1836,CUNY Bronx Community College Associate with Ranks NEW YORK,"$93,200",14.2%,68,"$128,300",97.0,1596
2785,CUNY Bronx Community College Associate with Ranks NEW YORK,"$73,300",14.2%,110,"$108,500",102.5,1601
3734,CUNY Bronx Community College Associate with Ranks NEW YORK,"$62,100",12.3%,5,"$97,300",106.0,1606
888,CUNY Brooklyn College Master NEW YORK,"$124,100",11.2%,203,"$160,300",95.6,1591
1837,CUNY Brooklyn College Master NEW YORK,"$98,800",12.1%,163,"$135,000",97.5,1596
2786,CUNY Brooklyn College Master NEW YORK,"$86,500",11.7%,115,"$122,800",100.0,1601
3735,CUNY Brooklyn College Master NEW YORK,$0,,0,-,,1606
889,CUNY City College Master NEW YORK,"$134,000",11.4%,252,"$170,800",95.3,1591
1838,CUNY City College Master NEW YORK,"$103,400",11.6%,171,"$140,100",98.2,1596
2787,CUNY City College Master NEW YORK,"$88,300",10.7%,112,"$125,100",95.9,1601
3736,CUNY City College Master NEW YORK,$0,15.5%,2,-,,1606
890,CUNY Graduate School and University Center Doctoral NEW YORK,"$154,200",9.7%,152,"$191,400",88.2,1591
1839,CUNY Graduate School and University Center Doctoral NEW YORK,"$109,800",13.3%,45,"$147,000",100.8,1596
2788,CUNY Graduate School and University Center Doctoral NEW YORK,"$82,200",11.8%,43,"$119,500",85.5,1601
3737,CUNY Graduate School and University Center Doctoral NEW YORK,$0,,0,-,,1606
891,CUNY Hostos Community College Associate with Ranks NEW YORK,"$114,500",11.7%,37,"$149,600",101.7,1591
1840,CUNY Hostos Community College Associate with Ranks NEW YORK,"$92,000",13.1%,35,"$127,200",97.3,1596
2789,CUNY Hostos Community College Associate with Ranks NEW YORK,"$78,900",12.7%,77,"$114,000",102.6,1601
3738,CUNY Hostos Community College Associate with Ranks NEW YORK,$0,,2,-,,1606
892,CUNY Hunter College Master NEW YORK,"$125,000",10.5%,285,"$161,500",94.4,1591
1841,CUNY Hunter College Master NEW YORK,"$102,400",11.4%,215,"$138,900",101.5,1596
2790,CUNY Hunter College Master NEW YORK,"$86,600",11.9%,98,"$123,100",101.9,1601
3739,CUNY Hunter College Master NEW YORK,$0,,1,-,,1606
893,CUNY John Jay College of Criminal Justice Master NEW YORK,"$126,000",12.4%,108,"$162,100",98.1,1591
1842,CUNY John Jay College of Criminal Justice Master NEW YORK,"$99,200",13.6%,164,"$135,200",98.4,1596
2791,CUNY John Jay College of Criminal Justice Master NEW YORK,"$83,900",12.1%,93,"$120,000",98.5,1601
3740,CUNY John Jay College of Criminal Justice Master NEW YORK,$0,,0,-,,1606
894,CUNY Kingsborough Community College Associate with Ranks NEW YORK,"$116,000",12.5%,71,"$151,200",102.8,1591
1843,CUNY Kingsborough Community College Associate with Ranks NEW YORK,"$93,100",13.2%,71,"$128,300",98.9,1596
2792,CUNY Kingsborough Community College Associate with Ranks NEW YORK,"$79,800",13.3%,114,"$115,000",101.3,1601
3741,CUNY Kingsborough Community College Associate with Ranks NEW YORK,"$67,200",14.0%,6,"$102,400",96.6,1606
895,CUNY LaGuardia Community College Associate with Ranks NEW YORK,"$114,500",12.5%,94,"$149,900",101.1,1591
1844,CUNY LaGuardia Community College Associate with Ranks NEW YORK,"$90,200",13.5%,126,"$125,700",98.6,1596
2793,CUNY LaGuardia Community College Associate with Ranks NEW YORK,"$76,300",14.8%,102,"$111,800",100.1,1601
3742,CUNY LaGuardia Community College Associate with Ranks NEW YORK,"$68,100",15.8%,4,"$103,500",,1606
897,CUNY Lehman College Master NEW YORK,"$123,700",11.4%,84,"$159,500",94.9,1591
1846,CUNY Lehman College Master NEW YORK,"$98,000",12.5%,118,"$133,800",99.6,1596
2795,CUNY Lehman College Master NEW YORK,"$84,800",11.5%,101,"$120,600",99.5,1601
3744,CUNY Lehman College Master NEW YORK,"$72,100",10.4%,4,"$107,900",100.0,1606
898,CUNY Medgar Evers College Baccalaureate NEW YORK,"$122,600",10.3%,48,"$158,300",99.2,1591
1847,CUNY Medgar Evers College Baccalaureate NEW YORK,"$95,900",13.9%,40,"$131,600",100.1,1596
2796,CUNY Medgar Evers College Baccalaureate NEW YORK,"$82,600",11.1%,51,"$118,400",101.5,1601
3745,CUNY Medgar Evers College Baccalaureate NEW YORK,$0,13.4%,2,-,,1606
899,CUNY New York City College of Technology Baccalaureate NEW YORK,"$117,700",12.2%,76,"$153,200",97.2,1591
1848,CUNY New York City College of Technology Baccalaureate NEW YORK,"$96,800",12.5%,128,"$132,400",99.1,1596
2797,CUNY New York City College of Technology Baccalaureate NEW YORK,"$82,600",12.4%,178,"$118,200",98.9,1601
3746,CUNY New York City College of Technology Baccalaureate NEW YORK,$0,,1,-,,1606
900,CUNY Queens College Master NEW YORK,"$125,000",11.0%,202,"$161,100",94.5,1591
1849,CUNY Queens College Master NEW YORK,"$98,200",11.8%,190,"$134,300",98.1,1596
2798,CUNY Queens College Master NEW YORK,"$83,800",12.6%,93,"$119,900",102.4,1601
3747,CUNY Queens College Master NEW YORK,$0,14.3%,1,-,,1606
901,CUNY Queensborough Community College Associate with Ranks NEW YORK,"$118,900",12.0%,73,"$154,300",97.6,1591
1850,CUNY Queensborough Community College Associate with Ranks NEW YORK,"$94,700",12.6%,106,"$130,000",100.7,1596
2799,CUNY Queensborough Community College Associate with Ranks NEW YORK,"$79,500",13.2%,136,"$114,900",101.4,1601
3748,CUNY Queensborough Community College Associate with Ranks NEW YORK,$0,,2,-,93.5,1606
896,CUNY School of Law Master NEW YORK,"$158,700",11.5%,26,"$196,600",103.7,1591
1845,CUNY School of Law Master NEW YORK,"$132,700",11.8%,5,"$170,600",99.2,1596
2794,CUNY School of Law Master NEW YORK,$0,,1,-,,1601
3743,CUNY School of Law Master NEW YORK,"$94,400",7.8%,8,"$132,300",98.6,1606
933,CUNY York College Baccalaureate NEW YORK,"$114,400",11.7%,46,"$150,100",93.5,1591
1882,CUNY York College Baccalaureate NEW YORK,"$95,600",11.9%,78,"$131,300",100.7,1596
2831,CUNY York College Baccalaureate NEW YORK,"$81,300",13.0%,43,"$117,000",99.0,1601
3780,CUNY York College Baccalaureate NEW YORK,$0,,0,-,,1606
641,Cairn University-Langhorne Baccalaureate PENNSYLVANIA,"$63,300",3.0%,0,"$84,000",100.3,1591
1589,Cairn University-Langhorne Baccalaureate PENNSYLVANIA,"$64,600",8.9%,0,"$83,200",90.6,1596
2538,Cairn University-Langhorne Baccalaureate PENNSYLVANIA,"$52,500",5.4%,0,"$69,200",89.2,1601
3487,Cairn University-Langhorne Baccalaureate PENNSYLVANIA,$0,7.5%,0,-,99.7,1606
433,Caldwell University Master NEW JERSEY,"$83,100",1.1%,33,"$100,500",101.0,1591
1380,Caldwell University Master NEW JERSEY,"$70,000",1.6%,14,"$91,300",95.7,1596
2329,Caldwell University Master NEW JERSEY,"$61,100",3.2%,27,"$78,000",113.0,1601
3278,Caldwell University Master NEW JERSEY,$0,3.2%,3,-,,1606
48,California Institute of Technology Doctoral CALIFORNIA,"$204,200",3.1%,249,"$250,100",94.5,1591
995,California Institute of Technology Doctoral CALIFORNIA,"$149,000",7.4%,6,"$183,300",86.4,1596
1944,California Institute of Technology Doctoral CALIFORNIA,"$128,300",9.4%,44,"$152,600",93.8,1601
2893,California Institute of Technology Doctoral CALIFORNIA,"$52,100",2.2%,17,"$61,000",87.0,1606
31,California Polytechnic State University-San Luis Obispo Master CALIFORNIA,"$108,200",4.4%,315,"$149,100",95.8,1591
978,California Polytechnic State University-San Luis Obispo Master CALIFORNIA,"$92,700",7.3%,154,"$126,700",93.8,1596
1927,California Polytechnic State University-San Luis Obispo Master CALIFORNIA,"$83,100",5.2%,194,"$113,400",93.7,1601
2876,California Polytechnic State University-San Luis Obispo Master CALIFORNIA,$0,,0,-,,1606
32,California State Polytechnic University-Pomona Master CALIFORNIA,"$110,200",4.1%,251,"$148,100",97.7,1591
979,California State Polytechnic University-Pomona Master CALIFORNIA,"$93,100",7.6%,80,"$131,500",98.1,1596
1928,California State Polytechnic University-Pomona Master CALIFORNIA,"$82,900",5.2%,176,"$112,400",99.3,1601
2877,California State Polytechnic University-Pomona Master CALIFORNIA,$0,,0,-,,1606
49,California State University Maritime Academy Baccalaureate CALIFORNIA,"$110,300",2.9%,18,"$149,500",103.7,1591
996,California State University Maritime Academy Baccalaureate CALIFORNIA,"$90,700",7.6%,16,"$123,300",89.1,1596
1945,California State University Maritime Academy Baccalaureate CALIFORNIA,"$77,900",6.9%,18,"$106,200",87.0,1601
2894,California State University Maritime Academy Baccalaureate CALIFORNIA,$0,,0,-,,1606
33,California State University-Bakersfield Master CALIFORNIA,"$106,800",4.2%,81,"$140,900",98.5,1591
980,California State University-Bakersfield Master CALIFORNIA,"$90,800",5.4%,44,"$124,700",102.6,1596
1929,California State University-Bakersfield Master CALIFORNIA,"$79,600",5.2%,73,"$111,000",93.9,1601
2878,California State University-Bakersfield Master CALIFORNIA,$0,,0,-,,1606
34,California State University-Channel Islands Baccalaureate CALIFORNIA,"$114,400",3.5%,51,"$151,200",99.5,1591
981,California State University-Channel Islands Baccalaureate CALIFORNIA,"$97,400",7.2%,18,"$132,600",98.0,1596
1930,California State University-Channel Islands Baccalaureate CALIFORNIA,"$84,200",4.6%,67,"$116,800",94.9,1601
2879,California State University-Channel Islands Baccalaureate CALIFORNIA,$0,,0,-,,1606
35,California State University-Chico Master CALIFORNIA,"$102,500",5.1%,201,"$142,200",94.6,1591
982,California State University-Chico Master CALIFORNIA,"$85,600",7.9%,91,"$118,800",95.3,1596
1931,California State University-Chico Master CALIFORNIA,"$77,000",5.8%,152,"$105,900",95.5,1601
2880,California State University-Chico Master CALIFORNIA,$0,,0,-,,1606
36,California State University-Dominguez Hills Master CALIFORNIA,"$108,900",4.5%,97,"$149,800",94.3,1591
983,California State University-Dominguez Hills Master CALIFORNIA,"$98,800",5.3%,59,"$140,900",96.8,1596
1932,California State University-Dominguez Hills Master CALIFORNIA,"$81,700",4.1%,76,"$113,000",98.7,1601
2881,California State University-Dominguez Hills Master CALIFORNIA,$0,,0,-,,1606
37,California State University-East Bay Master CALIFORNIA,"$106,200",4.3%,120,"$144,700",96.7,1591
984,California State University-East Bay Master CALIFORNIA,"$94,300",6.5%,76,"$128,200",97.4,1596
1933,California State University-East Bay Master CALIFORNIA,"$80,600",4.4%,122,"$109,100",93.6,1601
2882,California State University-East Bay Master CALIFORNIA,$0,,0,-,,1606
38,California State University-Fresno Master CALIFORNIA,"$105,600",4.8%,222,"$143,900",100.0,1591
985,California State University-Fresno Master CALIFORNIA,"$87,900",6.9%,122,"$122,600",100.6,1596
1934,California State University-Fresno Master CALIFORNIA,"$78,100",5.1%,231,"$111,100",95.8,1601
2883,California State University-Fresno Master CALIFORNIA,$0,,0,-,,1606
39,California State University-Fullerton Master CALIFORNIA,"$105,800",4.5%,323,"$144,500",96.8,1591
986,California State University-Fullerton Master CALIFORNIA,"$91,900",6.2%,223,"$126,500",96.4,1596
1935,California State University-Fullerton Master CALIFORNIA,"$86,900",4.9%,234,"$118,200",92.9,1601
2884,California State University-Fullerton Master CALIFORNIA,$0,,0,-,,1606
40,California State University-Long Beach Master CALIFORNIA,"$106,600",4.1%,385,"$144,500",97.3,1591
987,California State University-Long Beach Master CALIFORNIA,"$92,200",7.3%,185,"$125,100",100.7,1596
1936,California State University-Long Beach Master CALIFORNIA,"$83,100",4.9%,232,"$111,600",99.5,1601
2885,California State University-Long Beach Master CALIFORNIA,$0,,0,-,,1606
41,California State University-Los Angeles Master CALIFORNIA,"$106,100",4.0%,281,"$144,600",96.9,1591
988,California State University-Los Angeles Master CALIFORNIA,"$90,000",6.9%,87,"$122,500",98.1,1596
1937,California State University-Los Angeles Master CALIFORNIA,"$84,400",4.0%,151,"$118,900",101.1,1601
2886,California State University-Los Angeles Master CALIFORNIA,$0,,0,-,,1606
42,California State University-Monterey Bay Master CALIFORNIA,"$105,900",5.5%,59,"$145,400",99.4,1591
989,California State University-Monterey Bay Master CALIFORNIA,"$90,400",9.3%,36,"$121,800",91.6,1596
1938,California State University-Monterey Bay Master CALIFORNIA,"$80,300",5.9%,60,"$112,100",94.4,1601
2887,California State University-Monterey Bay Master CALIFORNIA,$0,,0,-,,1606
43,California State University-Northridge Master CALIFORNIA,"$102,900",4.9%,389,"$142,800",97.5,1591
990,California State University-Northridge Master CALIFORNIA,"$87,500",7.6%,175,"$120,700",94.7,1596
1939,California State University-Northridge Master CALIFORNIA,"$80,700",5.7%,201,"$109,700",98.6,1601
2888,California State University-Northridge Master CALIFORNIA,$0,,0,-,,1606
44,California State University-Sacramento Master CALIFORNIA,"$98,900",5.4%,333,"$136,300",98.1,1591
991,California State University-Sacramento Master CALIFORNIA,"$88,500",8.4%,108,"$122,500",94.2,1596
1940,California State University-Sacramento Master CALIFORNIA,"$76,700",5.6%,201,"$104,700",95.1,1601
2889,California State University-Sacramento Master CALIFORNIA,$0,,0,-,,1606
45,California State University-San Bernardino Master CALIFORNIA,"$105,800",4.5%,202,"$149,700",96.2,1591
992,California State University-San Bernardino Master CALIFORNIA,"$86,600",8.3%,59,"$121,600",96.4,1596
1941,California State University-San Bernardino Master CALIFORNIA,"$75,400",6.2%,111,"$105,800",97.9,1601
2890,California State University-San Bernardino Master CALIFORNIA,$0,,0,-,,1606
46,California State University-San Marcos Master CALIFORNIA,"$109,200",4.1%,105,"$142,700",95.4,1591
993,California State University-San Marcos Master CALIFORNIA,"$90,400",5.9%,81,"$123,700",93.5,1596
1942,California State University-San Marcos Master CALIFORNIA,"$83,300",4.7%,85,"$115,400",98.7,1601
2891,California State University-San Marcos Master CALIFORNIA,$0,,0,-,,1606
47,California State University-Stanislaus Master CALIFORNIA,"$102,700",5.1%,125,"$139,200",99.5,1591
994,California State University-Stanislaus Master CALIFORNIA,"$87,100",7.3%,48,"$121,900",101.2,1596
1943,California State University-Stanislaus Master CALIFORNIA,"$76,500",5.9%,80,"$105,700",95.9,1601
2892,California State University-Stanislaus Master CALIFORNIA,$0,,0,-,,1606
642,California University of Pennsylvania Master PENNSYLVANIA,"$111,900",2.0%,93,"$138,100",100.2,1591
1590,California University of Pennsylvania Master PENNSYLVANIA,"$91,400",2.4%,74,"$112,800",95.9,1596
2539,California University of Pennsylvania Master PENNSYLVANIA,"$75,600",2.8%,70,"$95,600",99.6,1601
3488,California University of Pennsylvania Master PENNSYLVANIA,"$52,900",9.0%,22,"$67,400",105.6,1606
198,Calumet College of Saint Joseph Master INDIANA,$0,0.0%,3,-,,1591
1145,Calumet College of Saint Joseph Master INDIANA,"$59,800",0.0%,12,"$75,400",95.1,1596
2094,Calumet College of Saint Joseph Master INDIANA,"$55,800",0.0%,12,"$76,100",113.8,1601
3043,Calumet College of Saint Joseph Master INDIANA,$0,0.0%,3,-,66.4,1606
353,Calvin College Baccalaureate MICHIGAN,"$83,700",1.4%,138,"$116,600",98.6,1591
1300,Calvin College Baccalaureate MICHIGAN,"$74,100",2.5%,66,"$102,600",96.9,1596
2249,Calvin College Baccalaureate MICHIGAN,"$67,000",5.2%,42,"$94,100",94.8,1601
3198,Calvin College Baccalaureate MICHIGAN,$0,,0,-,,1606
925,Cameron University Master OKLAHOMA,"$70,700",0.0%,36,"$98,000",93.1,1591
1874,Cameron University Master OKLAHOMA,"$59,300",0.4%,31,"$83,600",95.4,1596
2823,Cameron University Master OKLAHOMA,"$49,900",3.4%,35,"$71,300",101.7,1601
3772,Cameron University Master OKLAHOMA,"$39,900",2.8%,38,"$61,500",103.9,1606
906,Campbell University Master NORTH CAROLINA,"$112,400",,39,"$166,600",91.3,1591
1855,Campbell University Master NORTH CAROLINA,"$78,400",,82,"$112,300",92.9,1596
2804,Campbell University Master NORTH CAROLINA,"$72,300",12.9%,97,"$110,400",106.3,1601
3753,Campbell University Master NORTH CAROLINA,"$51,800",,21,"$77,700",101.5,1606
452,Canisius College Master NEW YORK,"$87,300",0.4%,61,"$110,400",90.4,1591
1399,Canisius College Master NEW YORK,"$74,700",0.4%,77,"$96,900",88.6,1596
2348,Canisius College Master NEW YORK,"$62,700",0.9%,27,"$80,000",104.0,1601
3297,Canisius College Master NEW YORK,"$50,200",0.0%,8,"$63,100",72.6,1606
373,Carleton College Baccalaureate MINNESOTA,"$135,900",3.7%,101,"$176,400",99.0,1591
1320,Carleton College Baccalaureate MINNESOTA,"$101,200",4.2%,50,"$133,300",99.3,1596
2269,Carleton College Baccalaureate MINNESOTA,"$83,700",5.4%,43,"$110,000",100.1,1601
3218,Carleton College Baccalaureate MINNESOTA,$0,,0,-,,1606
643,Carnegie Mellon University Doctoral PENNSYLVANIA,"$162,700",2.8%,414,"$202,500",83.2,1591
1591,Carnegie Mellon University Doctoral PENNSYLVANIA,"$111,400",4.7%,234,"$141,500",89.1,1596
2540,Carnegie Mellon University Doctoral PENNSYLVANIA,"$103,000",5.4%,222,"$128,300",88.6,1601
3489,Carnegie Mellon University Doctoral PENNSYLVANIA,$0,,0,-,,1606
569,Case Western Reserve University Doctoral OHIO,"$146,000",3.4%,271,"$187,000",90.5,1591
1516,Case Western Reserve University Doctoral OHIO,"$99,400",3.9%,179,"$136,000",92.9,1596
2465,Case Western Reserve University Doctoral OHIO,"$90,800",3.3%,144,"$124,300",96.4,1601
3414,Case Western Reserve University Doctoral OHIO,"$66,500",2.2%,80,"$100,300",87.8,1606
786,Castleton University Baccalaureate VERMONT,"$70,100",,34,"$100,800",89.6,1591
1735,Castleton University Baccalaureate VERMONT,"$56,000",,21,"$89,600",104.3,1596
2684,Castleton University Baccalaureate VERMONT,"$48,700",,30,"$80,200",99.6,1601
3633,Castleton University Baccalaureate VERMONT,$0,,0,-,,1606
110,Catholic University of America Doctoral DISTRICT OF COLUMBIA,"$109,400",,117,"$134,800",114.6,1591
1057,Catholic University of America Doctoral DISTRICT OF COLUMBIA,"$84,300",1.1%,155,"$104,800",95.0,1596
2006,Catholic University of America Doctoral DISTRICT OF COLUMBIA,"$71,900",2.5%,120,"$85,200",93.5,1601
2955,Catholic University of America Doctoral DISTRICT OF COLUMBIA,"$52,000",0.9%,8,"$61,800",103.7,1606
940,Cayuga County Community College Associate with Ranks NEW YORK,"$83,100",0.0%,23,-,100.1,1591
1889,Cayuga County Community College Associate with Ranks NEW YORK,"$70,000",3.4%,11,-,100.0,1596
2838,Cayuga County Community College Associate with Ranks NEW YORK,"$63,400",1.5%,8,-,100.0,1601
3787,Cayuga County Community College Associate with Ranks NEW YORK,$0,12.1%,3,-,100.0,1606
453,Cazenovia College Baccalaureate NEW YORK,"$77,100",0.0%,20,"$96,500",98.4,1591
1400,Cazenovia College Baccalaureate NEW YORK,"$64,400",1.7%,12,"$83,100",104.7,1596
2349,Cazenovia College Baccalaureate NEW YORK,"$51,200",1.9%,12,"$60,400",99.2,1601
