,university,Ave. Salary,Avg. Change,Count,Avg. Compensation,Salary Equity,position,State,Category
1112,Grand Valley State University ,105600,,279.0,,94.5,P,MICHIGAN,Master
1113,Grand Valley State University ,85900,,312.0,,96.1,AP,MICHIGAN,Master
1114,Grand Valley State University ,71400,,237.0,,94.7,aP,MICHIGAN,Master
1115,Grand Valley State University ,73300,,12.0,,71.3,I,MICHIGAN,Master
1116,Greensboro College ,57300,2.9,24.0,69900.0,95.3,P,CAROLINA,Baccalaureate
1117,Greensboro College ,54300,3.1,7.0,66500.0,89.8,AP,CAROLINA,Baccalaureate
1118,Greensboro College ,47000,3.6,13.0,58200.0,95.9,aP,CAROLINA,Baccalaureate
1119,Greensboro College ,0,2.0,2.0,,,I,CAROLINA,Baccalaureate
1120,Grinnell College ,136800,7.0,50.0,179300.0,92.8,P,IOWA,Baccalaureate
1121,Grinnell College ,103500,6.9,59.0,137400.0,99.8,AP,IOWA,Baccalaureate
1122,Grinnell College ,84200,7.3,41.0,109500.0,99.5,aP,IOWA,Baccalaureate
1123,Grinnell College ,63700,3.5,12.0,80800.0,100.4,I,IOWA,Baccalaureate
1124,Guilford College ,74700,9.5,32.0,95000.0,94.8,P,CAROLINA,Baccalaureate
1125,Guilford College ,60000,6.7,24.0,77200.0,99.6,AP,CAROLINA,Baccalaureate
1126,Guilford College ,56200,6.4,23.0,70900.0,91.8,aP,CAROLINA,Baccalaureate
1127,Guilford College ,46300,5.9,19.0,58700.0,100.5,I,CAROLINA,Baccalaureate
1128,Gustavus Adolphus College ,82400,1.4,45.0,112100.0,93.0,P,MINNESOTA,Baccalaureate
1129,Gustavus Adolphus College ,65500,2.1,73.0,90000.0,94.4,AP,MINNESOTA,Baccalaureate
1130,Gustavus Adolphus College ,56100,3.6,52.0,74200.0,103.1,aP,MINNESOTA,Baccalaureate
1131,Gustavus Adolphus College ,52100,2.7,14.0,65700.0,100.5,I,MINNESOTA,Baccalaureate
1132,Gwynedd Mercy University ,90400,2.0,8.0,127200.0,111.6,P,PENNSYLVANIA,Baccalaureate
1133,Gwynedd Mercy University ,70600,2.0,21.0,104500.0,94.0,AP,PENNSYLVANIA,Baccalaureate
1134,Gwynedd Mercy University ,61300,2.0,36.0,87300.0,98.0,aP,PENNSYLVANIA,Baccalaureate
1135,Gwynedd Mercy University ,45300,2.0,16.0,73600.0,166.6,I,PENNSYLVANIA,Baccalaureate
1136,Hamilton College ,142900,4.1,78.0,178800.0,95.7,P,YORK,Baccalaureate
1137,Hamilton College ,107300,4.2,45.0,139500.0,102.9,AP,YORK,Baccalaureate
1138,Hamilton College ,83600,3.8,43.0,108600.0,96.9,aP,YORK,Baccalaureate
1139,Hamilton College ,0,,0.0,,,I,YORK,Baccalaureate
1140,Hamline University ,79800,1.2,54.0,100900.0,100.4,P,MINNESOTA,Master
1141,Hamline University ,62100,2.8,32.0,80100.0,87.2,AP,MINNESOTA,Master
1142,Hamline University ,60600,4.6,33.0,76800.0,102.0,aP,MINNESOTA,Master
1143,Hamline University ,0,5.7,3.0,,88.7,I,MINNESOTA,Master
1144,Hampden-Sydney College ,90400,-0.1,41.0,117100.0,83.2,P,VIRGINIA,Baccalaureate
1145,Hampden-Sydney College ,68400,0.7,24.0,87400.0,94.4,AP,VIRGINIA,Baccalaureate
1146,Hampden-Sydney College ,63400,3.2,13.0,79700.0,107.8,aP,VIRGINIA,Baccalaureate
1147,Hampden-Sydney College ,0,,0.0,,,I,VIRGINIA,Baccalaureate
1148,Hampshire College ,109700,0.8,29.0,138700.0,97.7,P,MASSACHUSETTS,Baccalaureate
1149,Hampshire College ,79100,3.4,29.0,97500.0,96.3,AP,MASSACHUSETTS,Baccalaureate
1150,Hampshire College ,64300,2.1,26.0,78400.0,100.2,aP,MASSACHUSETTS,Baccalaureate
1151,Hampshire College ,62100,1.3,13.0,81200.0,86.3,I,MASSACHUSETTS,Baccalaureate
1152,Hanover College ,76200,0.2,45.0,96800.0,100.3,P,INDIANA,Baccalaureate
1153,Hanover College ,68600,15.0,17.0,87100.0,98.1,AP,INDIANA,Baccalaureate
1154,Hanover College ,59000,12.3,17.0,75100.0,89.5,aP,INDIANA,Baccalaureate
1155,Hanover College ,0,,2.0,,91.8,I,INDIANA,Baccalaureate
1156,Hardin-Simmons University ,70800,3.8,54.0,100800.0,94.3,P,TEXAS,Master
1157,Hardin-Simmons University ,65100,4.9,36.0,96200.0,102.2,AP,TEXAS,Master
1158,Hardin-Simmons University ,64500,3.3,30.0,112900.0,109.2,aP,TEXAS,Master
1159,Hardin-Simmons University ,58100,13.3,5.0,80200.0,80.6,I,TEXAS,Master
1160,Harding University ,81900,2.9,67.0,104600.0,90.9,P,ARKANSAS,Master
1161,Harding University ,70600,2.9,88.0,101000.0,99.4,AP,ARKANSAS,Master
1162,Harding University ,63700,2.9,117.0,89600.0,94.5,aP,ARKANSAS,Master
1163,Harding University ,49900,4.0,20.0,62000.0,86.4,I,ARKANSAS,Master
1164,Hartwick College ,83900,1.0,42.0,,98.3,P,YORK,Baccalaureate
1165,Hartwick College ,65700,1.5,26.0,,104.7,AP,YORK,Baccalaureate
1166,Hartwick College ,60200,0.9,37.0,,105.3,aP,YORK,Baccalaureate
1167,Hartwick College ,0,,1.0,,,I,YORK,Baccalaureate
1168,Harvard University ,245800,3.1,979.0,299100.0,91.8,P,MASSACHUSETTS,Doctor
1169,Harvard University ,151700,5.6,144.0,180000.0,100.2,AP,MASSACHUSETTS,Doctor
1170,Harvard University ,140700,6.2,201.0,173200.0,85.1,aP,MASSACHUSETTS,Doctor
1171,Harvard University ,68700,5.4,142.0,82600.0,99.7,I,MASSACHUSETTS,Doctor
1172,Hastings College ,64800,0.5,37.0,,94.4,P,NEBRASKA,Baccalaureate
1173,Hastings College ,53300,3.8,7.0,,102.9,AP,NEBRASKA,Baccalaureate
1174,Hastings College ,50000,0.0,21.0,,96.2,aP,NEBRASKA,Baccalaureate
1175,Hastings College ,40200,0.0,5.0,,119.2,I,NEBRASKA,Baccalaureate
1176,Haverford College ,129500,2.7,41.0,174200.0,105.3,P,PENNSYLVANIA,Baccalaureate
1177,Haverford College ,99000,4.4,35.0,140700.0,105.6,AP,PENNSYLVANIA,Baccalaureate
1178,Haverford College ,80900,3.9,25.0,116700.0,99.1,aP,PENNSYLVANIA,Baccalaureate
1179,Haverford College ,70500,4.7,36.0,99400.0,96.9,I,PENNSYLVANIA,Baccalaureate
1180,Hawkeye Community College ,59200,,0.0,90700.0,98.8,U,IOWA,NoRank
1181,Henderson State University ,70200,3.6,51.0,89000.0,94.5,P,ARKANSAS,Master
1182,Henderson State University ,61600,4.4,38.0,79900.0,89.3,AP,ARKANSAS,Master
1183,Henderson State University ,55800,4.2,62.0,72800.0,101.4,aP,ARKANSAS,Master
1184,Henderson State University ,45900,7.2,25.0,62900.0,84.9,I,ARKANSAS,Master
1185,Hendrix College ,82500,2.7,41.0,103700.0,97.3,P,ARKANSAS,Baccalaureate
1186,Hendrix College ,66400,3.3,29.0,87800.0,101.9,AP,ARKANSAS,Baccalaureate
1187,Hendrix College ,61300,3.5,26.0,76600.0,103.2,aP,ARKANSAS,Baccalaureate
1188,Hendrix College ,48000,2.4,8.0,60000.0,91.9,I,ARKANSAS,Baccalaureate
1189,Hilbert College ,70900,0.0,13.0,87800.0,99.4,P,YORK,Baccalaureate
1190,Hilbert College ,60400,0.0,8.0,82500.0,128.5,AP,YORK,Baccalaureate
1191,Hilbert College ,51400,0.0,15.0,65200.0,79.0,aP,YORK,Baccalaureate
1192,Hilbert College ,0,,0.0,,,I,YORK,Baccalaureate
1193,Hobart William Smith Colleges ,116900,1.6,52.0,157000.0,94.1,P,YORK,Baccalaureate
1194,Hobart William Smith Colleges ,83000,1.5,79.0,117700.0,98.2,AP,YORK,Baccalaureate
1195,Hobart William Smith Colleges ,71200,2.4,54.0,100900.0,96.0,aP,YORK,Baccalaureate
1196,Hobart William Smith Colleges ,66900,1.8,8.0,93600.0,107.0,I,YORK,Baccalaureate
1197,Hofstra University ,145200,3.1,199.0,198800.0,90.1,P,YORK,Doctor
1198,Hofstra University ,105800,3.3,170.0,147600.0,91.1,AP,YORK,Doctor
1199,Hofstra University ,95600,1.8,120.0,121800.0,106.1,aP,YORK,Doctor
1200,Hofstra University ,84000,3.0,4.0,114400.0,93.8,I,YORK,Doctor
1201,Hollins University ,84000,0.0,27.0,103800.0,89.7,P,VIRGINIA,Baccalaureate
1202,Hollins University ,68700,0.0,24.0,85500.0,92.3,AP,VIRGINIA,Baccalaureate
1203,Hollins University ,55700,5.6,6.0,70300.0,97.2,aP,VIRGINIA,Baccalaureate
1204,Hollins University ,56100,0.0,13.0,70800.0,105.5,I,VIRGINIA,Baccalaureate
1205,Holy Family University ,92600,1.9,15.0,111100.0,92.9,P,PENNSYLVANIA,Master
1206,Holy Family University ,73100,2.3,21.0,89900.0,100.2,AP,PENNSYLVANIA,Master
1207,Holy Family University ,65300,1.8,26.0,82200.0,97.5,aP,PENNSYLVANIA,Master
1208,Holy Family University ,63100,3.6,15.0,79200.0,76.5,I,PENNSYLVANIA,Master
1209,Holy Names University ,92500,2.0,10.0,110500.0,89.1,P,CALIFORNIA,Master
1210,Holy Names University ,77500,2.0,12.0,97300.0,92.2,AP,CALIFORNIA,Master
1211,Holy Names University ,64200,2.0,18.0,76600.0,97.4,aP,CALIFORNIA,Master
1212,Holy Names University ,58300,2.0,5.0,66700.0,89.9,I,CALIFORNIA,Master
1213,Holyoke Community College ,72100,3.0,79.0,93600.0,95.9,P,MASSACHUSETTS,Rank
1214,Holyoke Community College ,58400,4.0,15.0,75900.0,97.2,AP,MASSACHUSETTS,Rank
1215,Holyoke Community College ,55200,4.5,16.0,71800.0,105.9,aP,MASSACHUSETTS,Rank
1216,Holyoke Community College ,51200,2.8,18.0,66600.0,109.6,I,MASSACHUSETTS,Rank
1217,Hood College ,82200,2.5,30.0,99100.0,99.5,P,MARYLAND,Master
1218,Hood College ,65100,2.9,38.0,84300.0,89.5,AP,MARYLAND,Master
1219,Hood College ,56900,6.7,35.0,74500.0,100.2,aP,MARYLAND,Master
1220,Hood College ,0,1.5,2.0,,155.4,I,MARYLAND,Master
1221,Hope College ,90700,2.3,84.0,127000.0,95.2,P,MICHIGAN,Baccalaureate
1222,Hope College ,72400,1.8,64.0,99300.0,98.8,AP,MICHIGAN,Baccalaureate
1223,Hope College ,60800,1.8,64.0,83100.0,94.7,aP,MICHIGAN,Baccalaureate
1224,Hope College ,55200,0.8,16.0,70500.0,103.7,I,MICHIGAN,Baccalaureate
1225,Howard Community College ,93200,4.7,60.0,134600.0,104.4,P,MARYLAND,Rank
1226,Howard Community College ,74700,3.3,66.0,103800.0,96.4,AP,MARYLAND,Rank
1227,Howard Community College ,65500,2.7,56.0,94300.0,103.1,aP,MARYLAND,Rank
1228,Howard Community College ,62000,2.6,17.0,91200.0,104.3,I,MARYLAND,Rank
1229,Howard University ,113200,2.9,174.0,142700.0,93.1,P,COLUMBIA,Doctor
1230,Howard University ,85600,3.7,206.0,110700.0,99.3,AP,COLUMBIA,Doctor
1231,Howard University ,78800,3.4,194.0,99200.0,98.3,aP,COLUMBIA,Doctor
1232,Howard University ,64600,3.2,45.0,81500.0,99.8,I,COLUMBIA,Doctor
1233,Humboldt State University ,102600,5.0,119.0,134500.0,98.3,P,CALIFORNIA,Master
1234,Humboldt State University ,87300,7.2,51.0,118400.0,96.9,AP,CALIFORNIA,Master
1235,Humboldt State University ,74800,6.1,78.0,102200.0,95.2,aP,CALIFORNIA,Master
1236,Humboldt State University ,0,,0.0,,,I,CALIFORNIA,Master
1237,Huntingdon College ,76700,0.0,13.0,89500.0,109.6,P,ALABAMA,Baccalaureate
1238,Huntingdon College ,65000,3.1,6.0,76800.0,85.4,AP,ALABAMA,Baccalaureate
1239,Huntingdon College ,52000,2.7,20.0,60600.0,114.3,aP,ALABAMA,Baccalaureate
1240,Huntingdon College ,44500,0.7,7.0,52200.0,91.3,I,ALABAMA,Baccalaureate
1241,Huntington University ,65200,0.0,22.0,88900.0,115.0,P,INDIANA,Baccalaureate
1242,Huntington University ,57000,0.8,15.0,80100.0,98.7,AP,INDIANA,Baccalaureate
1243,Huntington University ,52800,0.8,21.0,72400.0,102.0,aP,INDIANA,Baccalaureate
1244,Huntington University ,46500,3.1,7.0,68700.0,115.0,I,INDIANA,Baccalaureate
1245,Idaho State University ,85500,,129.0,123900.0,91.9,P,IDAHO,Doctor
1246,Idaho State University ,72700,,83.0,105300.0,85.2,AP,IDAHO,Doctor
1247,Idaho State University ,65500,,120.0,95000.0,92.1,aP,IDAHO,Doctor
1248,Idaho State University ,46800,,49.0,84200.0,91.7,I,IDAHO,Doctor
1249,Illinois College ,80600,0.3,28.0,99600.0,97.5,P,ILLINOIS,Baccalaureate
1250,Illinois College ,65900,0.6,21.0,84700.0,95.7,AP,ILLINOIS,Baccalaureate
1251,Illinois College ,54900,1.1,21.0,67900.0,97.7,aP,ILLINOIS,Baccalaureate
1252,Illinois College ,44500,0.4,5.0,55600.0,95.7,I,ILLINOIS,Baccalaureate
1253,Illinois Institute of Technology ,148500,2.4,162.0,191600.0,95.5,P,ILLINOIS,Doctor
1254,Illinois Institute of Technology ,106500,5.0,108.0,136200.0,107.3,AP,ILLINOIS,Doctor
1255,Illinois Institute of Technology ,94100,5.0,88.0,117400.0,97.8,aP,ILLINOIS,Doctor
1256,Illinois Institute of Technology ,63200,2.0,10.0,87700.0,75.3,I,ILLINOIS,Doctor
1257,Illinois State University ,94200,2.4,255.0,128300.0,90.0,P,ILLINOIS,Doctor
1258,Illinois State University ,75300,2.8,265.0,103000.0,95.7,AP,ILLINOIS,Doctor
1259,Illinois State University ,74800,2.6,180.0,99500.0,95.9,aP,ILLINOIS,Doctor
1260,Illinois State University ,0,,0.0,,,I,ILLINOIS,Doctor
1261,Illinois Wesleyan University ,88600,1.5,50.0,126800.0,97.2,P,ILLINOIS,Baccalaureate
1262,Illinois Wesleyan University ,69500,2.5,43.0,97000.0,94.4,AP,ILLINOIS,Baccalaureate
1263,Illinois Wesleyan University ,60400,3.4,46.0,80000.0,107.4,aP,ILLINOIS,Baccalaureate
1264,Illinois Wesleyan University ,0,1.0,3.0,,,I,ILLINOIS,Baccalaureate
1265,Indiana Institute of Technology ,79000,3.9,5.0,,77.3,P,INDIANA,Baccalaureate
1266,Indiana Institute of Technology ,69300,3.0,27.0,,105.6,AP,INDIANA,Baccalaureate
1267,Indiana Institute of Technology ,58500,6.5,22.0,,93.8,aP,INDIANA,Baccalaureate
1268,Indiana Institute of Technology ,0,12.2,3.0,,105.6,I,INDIANA,Baccalaureate
1269,Indiana State University ,100100,2.2,123.0,132000.0,91.4,P,INDIANA,Doctor
1270,Indiana State University ,80600,3.3,122.0,108800.0,93.4,AP,INDIANA,Doctor
1271,Indiana State University ,69800,3.1,106.0,97100.0,102.0,aP,INDIANA,Doctor
1272,Indiana State University ,50600,4.5,104.0,68400.0,102.6,I,INDIANA,Doctor
1273,Indiana University of Pennsylvania-Main Campus ,111700,2.0,181.0,137400.0,98.4,P,PENNSYLVANIA,Doctor
1274,Indiana University of Pennsylvania-Main Campus ,87600,3.1,164.0,109400.0,100.3,AP,PENNSYLVANIA,Doctor
1275,Indiana University of Pennsylvania-Main Campus ,66700,3.5,142.0,83700.0,95.3,aP,PENNSYLVANIA,Doctor
1276,Indiana University of Pennsylvania-Main Campus ,54400,5.8,41.0,72600.0,100.6,I,PENNSYLVANIA,Doctor
1277,Indiana University-Bloomington ,142200,1.7,684.0,175400.0,89.0,P,INDIANA,Doctor
1278,Indiana University-Bloomington ,97300,2.9,496.0,121900.0,90.6,AP,INDIANA,Doctor
1279,Indiana University-Bloomington ,99900,3.0,351.0,123200.0,83.5,aP,INDIANA,Doctor
1280,Indiana University-Bloomington ,0,,0.0,,,I,INDIANA,Doctor
1281,Indiana University-East ,89400,2.5,7.0,124500.0,82.7,P,INDIANA,Baccalaureate
1282,Indiana University-East ,72100,,22.0,93200.0,114.8,AP,INDIANA,Baccalaureate
1283,Indiana University-East ,65700,3.1,50.0,83800.0,103.6,aP,INDIANA,Baccalaureate
1284,Indiana University-East ,0,,0.0,,,I,INDIANA,Baccalaureate
1285,Indiana University-Kokomo ,92800,2.3,10.0,122100.0,82.0,P,INDIANA,Baccalaureate
1286,Indiana University-Kokomo ,68700,3.5,23.0,90200.0,101.3,AP,INDIANA,Baccalaureate
1287,Indiana University-Kokomo ,60300,2.5,44.0,78800.0,100.2,aP,INDIANA,Baccalaureate
1288,Indiana University-Kokomo ,0,,0.0,,,I,INDIANA,Baccalaureate
1289,Indiana University-Northwest ,90200,2.2,29.0,118600.0,82.4,P,INDIANA,Master
1290,Indiana University-Northwest ,69600,3.0,47.0,92800.0,98.5,AP,INDIANA,Master
1291,Indiana University-Northwest ,61800,3.2,54.0,80200.0,94.4,aP,INDIANA,Master
1292,Indiana University-Northwest ,0,,0.0,,,I,INDIANA,Master
1293,Indiana University-Purdue University-Fort Wayne ,89000,-0.2,73.0,126700.0,86.3,P,INDIANA,Master
1294,Indiana University-Purdue University-Fort Wayne ,72300,0.7,126.0,99700.0,103.0,AP,INDIANA,Master
1295,Indiana University-Purdue University-Fort Wayne ,64400,1.5,97.0,89300.0,99.2,aP,INDIANA,Master
1296,Indiana University-Purdue University-Fort Wayne ,57600,,9.0,77600.0,101.3,I,INDIANA,Master
1297,Indiana University-Purdue University-Indianapolis ,121900,2.1,243.0,167200.0,89.9,P,INDIANA,Doctor
1298,Indiana University-Purdue University-Indianapolis ,87400,2.5,333.0,115000.0,94.9,AP,INDIANA,Doctor
1299,Indiana University-Purdue University-Indianapolis ,78400,3.3,281.0,102700.0,86.5,aP,INDIANA,Doctor
1300,Indiana University-Purdue University-Indianapolis ,0,,0.0,,,I,INDIANA,Doctor
1301,Indiana University-South Bend ,77000,1.1,47.0,99200.0,92.8,P,INDIANA,Master
1302,Indiana University-South Bend ,65000,1.2,81.0,83900.0,94.9,AP,INDIANA,Master
1303,Indiana University-South Bend ,63700,3.1,51.0,81900.0,89.0,aP,INDIANA,Master
1304,Indiana University-South Bend ,0,,0.0,,,I,INDIANA,Master
1305,Indiana University-Southeast ,86700,1.0,43.0,111000.0,94.3,P,INDIANA,Master
1306,Indiana University-Southeast ,74300,0.6,54.0,94500.0,95.7,AP,INDIANA,Master
1307,Indiana University-Southeast ,64400,1.3,43.0,82000.0,86.9,aP,INDIANA,Master
1308,Indiana University-Southeast ,0,,0.0,,,I,INDIANA,Master
1309,Indiana Wesleyan University-Marion ,78600,2.2,75.0,,99.9,P,INDIANA,Baccalaureate
1310,Indiana Wesleyan University-Marion ,67000,2.1,82.0,,98.5,AP,INDIANA,Baccalaureate
1311,Indiana Wesleyan University-Marion ,57400,2.3,119.0,,98.6,aP,INDIANA,Baccalaureate
1312,Indiana Wesleyan University-Marion ,0,15.1,1.0,,,I,INDIANA,Baccalaureate
1313,Iona College ,110300,1.4,46.0,141400.0,96.4,P,YORK,Master
1314,Iona College ,81700,1.1,53.0,108400.0,105.4,AP,YORK,Master
1315,Iona College ,72500,1.1,55.0,88200.0,91.4,aP,YORK,Master
1316,Iona College ,0,,2.0,,,I,YORK,Master
1317,Iowa State University ,130500,1.0,506.0,180400.0,94.7,P,IOWA,Doctor
1318,Iowa State University ,98000,1.2,402.0,134500.0,92.3,AP,IOWA,Doctor
1319,Iowa State University ,84400,0.8,422.0,118600.0,92.2,aP,IOWA,Doctor
1320,Iowa State University ,0,,0.0,,,I,IOWA,Doctor
1321,Ithaca College ,103300,2.4,106.0,133800.0,99.5,P,YORK,Master
1322,Ithaca College ,81900,3.0,184.0,108400.0,96.3,AP,YORK,Master
1323,Ithaca College ,69600,3.5,191.0,92500.0,100.0,aP,YORK,Master
1324,Ithaca College ,64900,2.8,29.0,89500.0,91.1,I,YORK,Master
1325,Ivy Tech Community College ,70300,,90.0,101300.0,100.3,P,INDIANA,Rank
1326,Ivy Tech Community College ,56600,,330.0,80900.0,97.3,AP,INDIANA,Rank
1327,Ivy Tech Community College ,51000,,671.0,71600.0,104.2,aP,INDIANA,Rank
1328,Ivy Tech Community College ,46200,,239.0,58700.0,100.1,I,INDIANA,Rank
1329,Jacksonville University ,84800,1.8,51.0,111400.0,90.1,P,FLORIDA,Master
1330,Jacksonville University ,73600,5.2,56.0,98400.0,94.1,AP,FLORIDA,Master
1331,Jacksonville University ,76000,3.4,77.0,113000.0,96.6,aP,FLORIDA,Master
1332,Jacksonville University ,46400,0.7,13.0,66300.0,95.2,I,FLORIDA,Master
1333,James Madison University ,96000,5.2,341.0,141800.0,93.9,P,VIRGINIA,Master
1334,James Madison University ,78400,5.7,292.0,114100.0,93.0,AP,VIRGINIA,Master
1335,James Madison University ,70600,5.4,265.0,103000.0,95.1,aP,VIRGINIA,Master
1336,James Madison University ,59900,6.3,146.0,92200.0,98.2,I,VIRGINIA,Master
1337,John Brown University ,68400,2.5,25.0,104200.0,93.1,P,ARKANSAS,Baccalaureate
1338,John Brown University ,61900,2.9,30.0,83600.0,100.0,AP,ARKANSAS,Baccalaureate
1339,John Brown University ,55400,3.4,30.0,74300.0,92.9,aP,ARKANSAS,Baccalaureate
1340,John Brown University ,0,4.6,3.0,,82.7,I,ARKANSAS,Baccalaureate
1341,John Carroll University ,94800,0.0,63.0,124600.0,89.3,P,OHIO,Master
1342,John Carroll University ,72300,0.0,69.0,99500.0,99.4,AP,OHIO,Master
1343,John Carroll University ,80400,0.4,35.0,106000.0,84.2,aP,OHIO,Master
1344,John Carroll University ,61300,3.0,9.0,74600.0,92.4,I,OHIO,Master
1345,Johns Hopkins University ,184200,4.4,429.0,246900.0,94.1,P,MARYLAND,Doctor
1346,Johns Hopkins University ,124000,8.4,159.0,174800.0,95.6,AP,MARYLAND,Doctor
1347,Johns Hopkins University ,108700,7.1,274.0,150900.0,89.5,aP,MARYLAND,Doctor
1348,Johns Hopkins University ,72000,2.1,29.0,100100.0,96.6,I,MARYLAND,Doctor
1349,Johnson State College ,79000,,19.0,115100.0,97.1,P,VERMONT,Baccalaureate
1350,Johnson State College ,57800,,13.0,89100.0,90.9,AP,VERMONT,Baccalaureate
1351,Johnson State College ,48000,,7.0,120700.0,108.2,aP,VERMONT,Baccalaureate
1352,Johnson State College ,0,,0.0,,,I,VERMONT,Baccalaureate
1353,Juniata College ,89100,0.3,51.0,124800.0,99.9,P,PENNSYLVANIA,Baccalaureate
1354,Juniata College ,68000,1.6,24.0,96700.0,95.7,AP,PENNSYLVANIA,Baccalaureate
1355,Juniata College ,62800,1.0,23.0,91600.0,95.6,aP,PENNSYLVANIA,Baccalaureate
1356,Juniata College ,55200,0.0,6.0,71900.0,110.5,I,PENNSYLVANIA,Baccalaureate
1357,Kalamazoo College ,91300,1.0,35.0,119800.0,89.0,P,MICHIGAN,Baccalaureate
1358,Kalamazoo College ,75400,1.6,27.0,92800.0,91.3,AP,MICHIGAN,Baccalaureate
1359,Kalamazoo College ,58800,1.0,26.0,76100.0,97.2,aP,MICHIGAN,Baccalaureate
1360,Kalamazoo College ,57000,1.8,14.0,76400.0,99.6,I,MICHIGAN,Baccalaureate
1361,Kansas State University ,113900,3.4,268.0,150000.0,89.5,P,KANSAS,Doctor
1362,Kansas State University ,86100,4.1,294.0,112000.0,92.4,AP,KANSAS,Doctor
1363,Kansas State University ,76800,4.8,282.0,101500.0,90.1,aP,KANSAS,Doctor
1364,Kansas State University ,51400,4.5,211.0,71800.0,86.6,I,KANSAS,Doctor
1365,Kean University ,125700,3.3,65.0,,100.1,P,JERSEY,Master
1366,Kean University ,100600,4.4,70.0,,98.9,AP,JERSEY,Master
1367,Kean University ,84000,4.4,97.0,,99.4,aP,JERSEY,Master
1368,Kean University ,0,,0.0,,,I,JERSEY,Master
1369,Keene State College ,100300,0.0,72.0,128900.0,97.9,P,HAMPSHIRE,Master
1370,Keene State College ,81700,1.4,73.0,107700.0,98.5,AP,HAMPSHIRE,Master
1371,Keene State College ,68200,3.8,33.0,86200.0,99.5,aP,HAMPSHIRE,Master
1372,Keene State College ,0,6.2,2.0,,89.0,I,HAMPSHIRE,Master
1373,Kennesaw State University ,91600,2.5,276.0,125400.0,92.3,P,GEORGIA,Doctor
1374,Kennesaw State University ,73500,3.3,305.0,100800.0,95.1,AP,GEORGIA,Doctor
1375,Kennesaw State University ,65000,3.1,300.0,88200.0,95.7,aP,GEORGIA,Doctor
1376,Kennesaw State University ,46400,9.3,49.0,59600.0,96.9,I,GEORGIA,Doctor
1377,Kent State University at Ashtabula ,0,2.0,2.0,,,P,OHIO,Rank
1378,Kent State University at Ashtabula ,76300,2.0,13.0,103800.0,101.6,AP,OHIO,Rank
1379,Kent State University at Ashtabula ,0,5.0,2.0,,,aP,OHIO,Rank
1380,Kent State University at Ashtabula ,0,,0.0,,,I,OHIO,Rank
1381,Kent State University at East Liverpool ,0,,0.0,,,P,OHIO,Rank
1382,Kent State University at East Liverpool ,75800,2.0,6.0,105300.0,87.6,AP,OHIO,Rank
1383,Kent State University at East Liverpool ,0,2.0,1.0,,,aP,OHIO,Rank
1384,Kent State University at East Liverpool ,0,,0.0,,,I,OHIO,Rank
1385,Kent State University at Geauga ,0,2.0,2.0,,,P,OHIO,Rank
1386,Kent State University at Geauga ,85000,2.0,5.0,114600.0,97.6,AP,OHIO,Rank
1387,Kent State University at Geauga ,0,2.0,2.0,,,aP,OHIO,Rank
1388,Kent State University at Geauga ,0,,0.0,,,I,OHIO,Rank
1389,Kent State University at Kent ,118400,2.5,205.0,157900.0,88.1,P,OHIO,Doctor
