,university,Ave. Salary,Avg. Change,Count,Avg. Compensation,Salary Equity,position,State,Category
1751,Miami University-Middletown ,61600,2.1,19.0,86600.0,99.1,aP,OHIO,Baccalaureate
1752,Miami University-Middletown ,42300,2.1,4.0,59400.0,114.4,I,OHIO,Baccalaureate
1753,Miami University-Oxford ,124400,3.0,229.0,174800.0,90.3,P,OHIO,Doctor
1754,Miami University-Oxford ,90400,3.9,204.0,127000.0,88.8,AP,OHIO,Doctor
1755,Miami University-Oxford ,89400,3.4,183.0,125600.0,83.9,aP,OHIO,Doctor
1756,Miami University-Oxford ,46800,2.8,89.0,65800.0,93.4,I,OHIO,Doctor
1757,Michigan State University ,154600,2.9,810.0,213000.0,94.7,P,MICHIGAN,Doctor
1758,Michigan State University ,101900,3.5,608.0,143300.0,93.7,AP,MICHIGAN,Doctor
1759,Michigan State University ,82600,4.0,711.0,116700.0,91.4,aP,MICHIGAN,Doctor
1760,Michigan State University ,0,,0.0,,,I,MICHIGAN,Doctor
1761,Michigan Technological University ,118800,2.5,116.0,167100.0,86.7,P,MICHIGAN,Doctor
1762,Michigan Technological University ,97400,3.0,132.0,136800.0,94.3,AP,MICHIGAN,Doctor
1763,Michigan Technological University ,80800,4.5,92.0,112600.0,96.1,aP,MICHIGAN,Doctor
1764,Michigan Technological University ,66000,4.3,21.0,91900.0,87.5,I,MICHIGAN,Doctor
1765,Middle Tennessee State University ,93600,3.5,320.0,109100.0,92.6,P,TENNESSEE,Doctor
1766,Middle Tennessee State University ,73900,4.0,221.0,87700.0,95.6,AP,TENNESSEE,Doctor
1767,Middle Tennessee State University ,65600,4.9,182.0,77400.0,94.1,aP,TENNESSEE,Doctor
1768,Middle Tennessee State University ,54100,4.9,20.0,64500.0,89.7,I,TENNESSEE,Doctor
1769,Middlebury College ,137300,2.3,120.0,185200.0,93.5,P,VERMONT,Baccalaureate
1770,Middlebury College ,100300,3.0,60.0,136600.0,100.5,AP,VERMONT,Baccalaureate
1771,Middlebury College ,85200,3.3,80.0,114100.0,97.8,aP,VERMONT,Baccalaureate
1772,Middlebury College ,75800,2.1,16.0,96600.0,98.3,I,VERMONT,Baccalaureate
1773,Millersville University of Pennsylvania ,112600,2.0,93.0,138900.0,98.7,P,PENNSYLVANIA,Master
1774,Millersville University of Pennsylvania ,89300,2.4,109.0,113400.0,98.8,AP,PENNSYLVANIA,Master
1775,Millersville University of Pennsylvania ,67700,3.6,79.0,83000.0,99.0,aP,PENNSYLVANIA,Master
1776,Millersville University of Pennsylvania ,54700,13.7,5.0,65900.0,115.4,I,PENNSYLVANIA,Master
1777,Millikin University ,75300,1.9,31.0,94400.0,93.6,P,ILLINOIS,Baccalaureate
1778,Millikin University ,61800,1.9,48.0,80000.0,98.2,AP,ILLINOIS,Baccalaureate
1779,Millikin University ,56000,1.5,43.0,70400.0,102.7,aP,ILLINOIS,Baccalaureate
1780,Millikin University ,51900,1.5,28.0,68200.0,83.9,I,ILLINOIS,Baccalaureate
1781,Millsaps College ,93400,1.2,23.0,117700.0,100.6,P,MISSISSIPPI,Baccalaureate
1782,Millsaps College ,66500,1.8,28.0,83400.0,88.7,AP,MISSISSIPPI,Baccalaureate
1783,Millsaps College ,62100,1.9,28.0,74000.0,91.2,aP,MISSISSIPPI,Baccalaureate
1784,Millsaps College ,0,1.9,3.0,,,I,MISSISSIPPI,Baccalaureate
1785,Milwaukee School of Engineering ,98800,2.6,43.0,133700.0,98.0,P,WISCONSIN,Baccalaureate
1786,Milwaukee School of Engineering ,84000,3.0,47.0,114500.0,91.7,AP,WISCONSIN,Baccalaureate
1787,Milwaukee School of Engineering ,77800,2.3,40.0,105600.0,87.2,aP,WISCONSIN,Baccalaureate
1788,Milwaukee School of Engineering ,71600,2.3,8.0,86500.0,86.3,I,WISCONSIN,Baccalaureate
1789,Mineral Area College ,58800,,16.0,77500.0,102.0,P,MISSOURI,Rank
1790,Mineral Area College ,57100,,8.0,82000.0,91.1,AP,MISSOURI,Rank
1791,Mineral Area College ,53300,,12.0,74600.0,89.8,aP,MISSOURI,Rank
1792,Mineral Area College ,49500,,32.0,80300.0,97.6,I,MISSOURI,Rank
1793,Misericordia University ,98000,2.4,23.0,133200.0,104.6,P,PENNSYLVANIA,Baccalaureate
1794,Misericordia University ,77500,1.2,35.0,105000.0,103.8,AP,PENNSYLVANIA,Baccalaureate
1795,Misericordia University ,64400,2.2,72.0,89100.0,98.8,aP,PENNSYLVANIA,Baccalaureate
1796,Misericordia University ,53600,1.5,9.0,71500.0,85.8,I,PENNSYLVANIA,Baccalaureate
1797,Mississippi College ,84300,1.5,61.0,101200.0,106.0,P,MISSISSIPPI,Master
1798,Mississippi College ,70200,,48.0,84300.0,97.3,AP,MISSISSIPPI,Master
1799,Mississippi College ,60200,-0.7,74.0,75700.0,92.1,aP,MISSISSIPPI,Master
1800,Mississippi College ,52300,,44.0,65900.0,91.3,I,MISSISSIPPI,Master
1801,Mississippi State University ,110100,1.6,239.0,162000.0,87.5,P,MISSISSIPPI,Doctor
1802,Mississippi State University ,81100,2.1,224.0,104600.0,88.6,AP,MISSISSIPPI,Doctor
1803,Mississippi State University ,72300,1.1,287.0,90100.0,82.7,aP,MISSISSIPPI,Doctor
1804,Mississippi State University ,48800,2.1,155.0,62500.0,82.8,I,MISSISSIPPI,Doctor
1805,Mississippi University for Women ,68000,0.2,35.0,94900.0,111.3,P,MISSISSIPPI,Master
1806,Mississippi University for Women ,57400,0.6,27.0,82700.0,114.8,AP,MISSISSIPPI,Master
1807,Mississippi University for Women ,52600,2.8,38.0,73300.0,110.0,aP,MISSISSIPPI,Master
1808,Mississippi University for Women ,52700,0.2,40.0,75100.0,121.9,I,MISSISSIPPI,Master
1809,Missouri Baptist University ,58400,4.2,22.0,89200.0,90.9,P,MISSOURI,Baccalaureate
1810,Missouri Baptist University ,59800,2.5,12.0,82100.0,90.4,AP,MISSOURI,Baccalaureate
1811,Missouri Baptist University ,51000,3.2,33.0,76700.0,99.6,aP,MISSOURI,Baccalaureate
1812,Missouri Baptist University ,46100,2.0,6.0,71100.0,71.2,I,MISSOURI,Baccalaureate
1813,Missouri State University-Springfield ,85000,0.3,231.0,115400.0,97.8,P,MISSOURI,Master
1814,Missouri State University-Springfield ,71900,0.7,132.0,102400.0,89.0,AP,MISSOURI,Master
1815,Missouri State University-Springfield ,63700,0.5,190.0,79300.0,92.0,aP,MISSOURI,Master
1816,Missouri State University-Springfield ,44300,0.3,151.0,58300.0,95.8,I,MISSOURI,Master
1817,Missouri State University-West Plains ,61600,0.0,6.0,,110.1,P,MISSOURI,Rank
1818,Missouri State University-West Plains ,53800,0.0,6.0,,93.3,AP,MISSOURI,Rank
1819,Missouri State University-West Plains ,49100,1.6,17.0,,121.3,aP,MISSOURI,Rank
1820,Missouri State University-West Plains ,44700,3.0,5.0,,122.2,I,MISSOURI,Rank
1821,Missouri University of Science and Technology ,125800,0.6,131.0,164700.0,83.8,P,MISSOURI,Doctor
1822,Missouri University of Science and Technology ,83100,0.9,122.0,110900.0,97.5,AP,MISSOURI,Doctor
1823,Missouri University of Science and Technology ,74600,1.4,112.0,95400.0,87.5,aP,MISSOURI,Doctor
1824,Missouri University of Science and Technology ,0,,0.0,,,I,MISSOURI,Doctor
1825,Missouri Western State University ,76800,0.1,43.0,102400.0,96.2,P,MISSOURI,Baccalaureate
1826,Missouri Western State University ,64400,1.0,49.0,83800.0,101.7,AP,MISSOURI,Baccalaureate
1827,Missouri Western State University ,55600,0.7,92.0,71100.0,91.9,aP,MISSOURI,Baccalaureate
1828,Missouri Western State University ,43200,1.5,20.0,58100.0,105.4,I,MISSOURI,Baccalaureate
1829,Molloy College ,117700,2.7,56.0,159600.0,95.9,P,YORK,Master
1830,Molloy College ,95900,0.5,56.0,133500.0,95.5,AP,YORK,Master
1831,Molloy College ,86200,3.4,70.0,120700.0,99.6,aP,YORK,Master
1832,Molloy College ,77500,3.4,10.0,114200.0,114.1,I,YORK,Master
1833,Monmouth College ,74300,3.0,29.0,96300.0,90.8,P,ILLINOIS,Baccalaureate
1834,Monmouth College ,63500,3.6,17.0,81800.0,100.6,AP,ILLINOIS,Baccalaureate
1835,Monmouth College ,51900,3.8,40.0,67800.0,96.9,aP,ILLINOIS,Baccalaureate
1836,Monmouth College ,49000,3.0,5.0,62600.0,100.6,I,ILLINOIS,Baccalaureate
1837,Monmouth University ,128700,9.9,42.0,174100.0,81.9,P,JERSEY,Master
1838,Monmouth University ,105400,,86.0,143500.0,94.4,AP,JERSEY,Master
1839,Monmouth University ,76700,,72.0,104500.0,94.4,aP,JERSEY,Master
1840,Monmouth University ,58300,,21.0,74600.0,88.0,I,JERSEY,Master
1841,Monroe Community College ,85100,1.6,68.0,122500.0,93.3,P,YORK,Rank
1842,Monroe Community College ,62500,2.6,99.0,92600.0,95.5,AP,YORK,Rank
1843,Monroe Community College ,56600,2.2,75.0,82700.0,97.5,aP,YORK,Rank
1844,Monroe Community College ,51500,2.0,41.0,76100.0,98.2,I,YORK,Rank
1845,Montana State University ,107100,4.4,148.0,136500.0,97.3,P,MONTANA,Doctor
1846,Montana State University ,79200,4.1,131.0,103400.0,100.4,AP,MONTANA,Doctor
1847,Montana State University ,72100,3.1,133.0,94700.0,98.4,aP,MONTANA,Doctor
1848,Montana State University ,0,,0.0,,,I,MONTANA,Doctor
1849,Montana State University-Billings ,78800,2.5,35.0,106500.0,116.3,P,MONTANA,Master
1850,Montana State University-Billings ,69000,3.8,15.0,94900.0,83.9,AP,MONTANA,Master
1851,Montana State University-Billings ,54400,2.5,54.0,77500.0,88.2,aP,MONTANA,Master
1852,Montana State University-Billings ,0,1.0,3.0,,,I,MONTANA,Master
1853,Montgomery College ,96500,-0.2,312.0,116100.0,100.2,P,MARYLAND,Rank
1854,Montgomery College ,78300,0.0,144.0,94200.0,99.8,AP,MARYLAND,Rank
1855,Montgomery College ,73400,0.0,67.0,89900.0,96.6,aP,MARYLAND,Rank
1856,Montgomery College ,69800,0.0,4.0,78500.0,,I,MARYLAND,Rank
1857,Moravian College ,86700,2.5,33.0,119300.0,89.9,P,PENNSYLVANIA,Baccalaureate
1858,Moravian College ,75100,3.1,47.0,101900.0,112.4,AP,PENNSYLVANIA,Baccalaureate
1859,Moravian College ,66300,3.3,44.0,87500.0,110.1,aP,PENNSYLVANIA,Baccalaureate
1860,Moravian College ,60800,14.8,15.0,87300.0,92.6,I,PENNSYLVANIA,Baccalaureate
1861,Morehead State University ,75900,1.1,76.0,105100.0,94.3,P,KENTUCKY,Master
1862,Morehead State University ,65000,2.7,112.0,88500.0,92.7,AP,KENTUCKY,Master
1863,Morehead State University ,52900,2.6,53.0,72500.0,96.9,aP,KENTUCKY,Master
